cpu_percent,cpu_freq,cpu_memory,cpu_temp,gpu_percent,gpu_memory,gpu_temp,label
26.8,3100.0,67.8,64.7104205949971,24.0,12.744140625,41.0,0
27.4,3100.0,67.8,61.252878236592686,89.0,12.1826171875,41.0,0
20.1,3100.0,67.9,50.90123034998318,1.0,12.2802734375,40.0,0
4.7,1500.0,67.7,49.85853660476935,0.0,12.2802734375,40.0,0
20.9,3100.0,67.7,43.109027224466274,0.0,12.2802734375,40.0,0
6.7,3100.0,67.6,64.62931587869117,0.0,12.2802734375,40.0,0
12.7,3100.0,67.6,49.45133145712897,0.0,12.2802734375,40.0,0
9.3,3100.0,67.5,45.27162494298037,0.0,12.2802734375,40.0,0
14.8,3100.0,67.7,46.631329574721676,0.0,12.2802734375,40.0,0
8.1,3100.0,67.7,46.929520539164294,0.0,12.2802734375,40.0,0
7.6,3100.0,67.8,55.24549348056591,0.0,12.2802734375,40.0,0
6.8,3100.0,67.6,40.98751005578467,0.0,12.2802734375,40.0,0
12.4,3100.0,67.3,42.04251949083056,0.0,12.2802734375,40.0,0
4.5,3100.0,67.2,56.635475211790386,0.0,12.2802734375,40.0,0
8.1,3100.0,67.1,52.22496438051275,0.0,12.2802734375,40.0,0
25.7,3100.0,67.2,49.087698485891465,0.0,12.2802734375,40.0,0
12.6,3100.0,67.2,43.60726729188151,0.0,12.2802734375,40.0,0
26.2,3100.0,67.1,48.28627696111819,0.0,12.2802734375,40.0,0
30.5,3100.0,66.2,36.3079458484146,0.0,12.2802734375,40.0,0
25.7,3100.0,66.6,58.730335337615095,0.0,12.2802734375,39.0,0
5.3,3100.0,66.4,45.401731265062196,0.0,12.2802734375,39.0,0
3.1,3100.0,66.4,54.561699485117735,0.0,12.3046875,39.0,0
7.3,3100.0,66.4,45.24926262636376,0.0,12.3046875,39.0,0
12.0,1500.0,66.4,36.1462589222173,0.0,12.3046875,40.0,0
9.0,3100.0,66.5,43.199032055668084,0.0,12.3046875,39.0,0
15.8,3100.0,66.4,56.5077628786582,0.0,12.3046875,39.0,0
8.7,3100.0,66.4,45.16977316096599,0.0,12.3046875,39.0,0
13.3,3100.0,66.4,43.79531573257138,0.0,12.3046875,39.0,0
4.1,3100.0,66.3,49.12707332453255,0.0,12.3046875,39.0,0
6.3,3100.0,66.3,36.6832342662339,0.0,12.3046875,39.0,0
11.5,3100.0,66.3,52.375900833847055,0.0,12.3046875,39.0,0
7.8,3100.0,66.8,60.59554905023321,0.0,12.3046875,39.0,0
10.9,3100.0,66.9,53.61524082428779,0.0,12.3046875,39.0,0
18.2,3100.0,66.9,59.33247732608686,0.0,12.3046875,39.0,0
14.3,3100.0,66.8,49.21054726563325,0.0,12.3046875,39.0,0
4.5,3100.0,67.0,54.96956937369134,0.0,12.3046875,39.0,0
6.7,3100.0,67.2,50.38176896356314,0.0,12.3046875,39.0,0
7.2,3100.0,67.2,55.50467446974352,0.0,12.3046875,39.0,0
20.0,3100.0,67.1,55.983522158060666,0.0,12.3046875,39.0,0
10.4,3100.0,67.0,45.579392520389966,0.0,12.3046875,39.0,0
10.9,3100.0,67.1,36.65519298137129,25.0,12.3046875,39.0,0
6.4,3100.0,67.2,39.77394811829172,0.0,12.3046875,39.0,1
72.6,3100.0,67.5,59.36450999304289,13.0,12.3046875,39.0,1
100.0,3100.0,67.4,64.55985672973708,0.0,12.3046875,39.0,1
100.0,3100.0,67.4,35.024612148774516,0.0,12.3046875,40.0,1
100.0,3100.0,67.4,36.36507965734537,0.0,12.3046875,40.0,1
100.0,3100.0,67.3,42.863124087284575,0.0,12.3046875,40.0,1
100.0,3100.0,67.0,46.65107379508687,0.0,12.3046875,41.0,1
100.0,3100.0,66.7,62.44616519876017,0.0,12.20703125,41.0,1
100.0,3100.0,66.8,60.693635830260305,0.0,12.20703125,41.0,1
100.0,3100.0,66.8,55.01803148710984,0.0,12.20703125,41.0,1
100.0,3100.0,66.8,36.967965682087204,0.0,12.20703125,42.0,1
100.0,3100.0,66.9,60.46309665755565,0.0,12.20703125,42.0,1
100.0,3100.0,66.7,62.273849033069496,0.0,12.20703125,42.0,1
100.0,3100.0,66.6,36.37522165190922,0.0,12.20703125,42.0,1
100.0,3100.0,66.5,38.847314115221145,0.0,12.20703125,43.0,1
100.0,3100.0,66.5,43.057878503000744,0.0,12.20703125,43.0,1
100.0,3100.0,66.3,40.789631139474146,0.0,12.20703125,43.0,1
100.0,3100.0,66.3,53.19617139551132,0.0,12.20703125,43.0,1
100.0,3100.0,66.3,51.979627929124874,0.0,12.20703125,43.0,1
100.0,3100.0,66.0,43.49745574398939,0.0,12.20703125,44.0,1
100.0,3100.0,66.0,61.83984650784893,0.0,12.20703125,44.0,1
100.0,3100.0,66.0,60.77105338115747,0.0,12.20703125,44.0,1
100.0,3100.0,66.0,52.6820380707868,0.0,12.20703125,44.0,1
100.0,3100.0,66.1,44.70646437949577,0.0,12.20703125,44.0,1
100.0,3100.0,66.2,35.004795981713826,0.0,12.20703125,44.0,1
100.0,3100.0,66.2,56.55533025633455,0.0,12.20703125,44.0,1
100.0,3100.0,66.2,40.96527484002366,0.0,12.20703125,45.0,1
100.0,3100.0,66.2,62.32515244060188,0.0,12.20703125,45.0,1
100.0,3100.0,66.2,41.91607588905072,1.0,12.3046875,46.0,1
100.0,3100.0,66.0,48.266008870055806,0.0,12.2802734375,46.0,1
100.0,3100.0,66.0,62.688391655072635,0.0,12.2802734375,45.0,1
100.0,3100.0,65.9,57.78830661730261,27.0,12.2802734375,45.0,1
100.0,3100.0,65.6,48.76096771972095,0.0,12.2802734375,45.0,1
100.0,3100.0,65.6,37.40029398798442,0.0,12.2802734375,45.0,1
100.0,3100.0,65.7,61.651315388725706,0.0,12.2802734375,46.0,1
100.0,3100.0,65.5,54.89105164545397,0.0,12.2802734375,46.0,1
100.0,3100.0,65.5,44.482043117260204,0.0,12.2802734375,46.0,1
100.0,3100.0,65.6,63.29685898333872,0.0,12.2802734375,46.0,1
100.0,3100.0,65.6,37.3296367310441,0.0,12.2802734375,46.0,1
100.0,3100.0,65.6,64.33238372183015,0.0,12.2802734375,46.0,1
100.0,3100.0,65.6,41.33142981325618,0.0,12.2802734375,46.0,1
100.0,3100.0,65.7,57.69852658417362,0.0,12.2802734375,46.0,1
100.0,3100.0,65.7,61.4259839375543,0.0,12.2802734375,46.0,1
100.0,3100.0,65.7,41.91222771409075,0.0,12.2802734375,46.0,1
100.0,3100.0,65.4,57.19349654646869,0.0,12.2802734375,46.0,1
100.0,3100.0,65.4,49.161886197429766,0.0,12.2802734375,46.0,1
100.0,3100.0,65.4,54.16038964512742,0.0,12.2802734375,46.0,1
100.0,3100.0,65.5,42.657522053469336,0.0,12.2802734375,47.0,1
100.0,3100.0,65.5,47.669544353595285,0.0,12.2802734375,47.0,1
100.0,3100.0,65.6,40.81740294079245,0.0,12.2802734375,47.0,1
100.0,3100.0,65.6,40.17980797716278,0.0,12.2802734375,47.0,1
100.0,3100.0,65.6,47.038320598773716,0.0,12.2802734375,47.0,1
100.0,3100.0,65.6,53.73748062581298,0.0,12.2802734375,47.0,1
100.0,3100.0,65.6,52.85279355147379,0.0,12.2802734375,47.0,1
100.0,3100.0,65.6,57.93630859079522,0.0,12.2802734375,47.0,1
100.0,3100.0,65.6,53.40794260124375,0.0,12.2802734375,47.0,1
100.0,3100.0,65.6,46.25115646784993,0.0,12.2802734375,47.0,1
100.0,3100.0,65.3,44.75284849973825,0.0,12.2802734375,47.0,1
100.0,3100.0,65.3,41.79275369114346,0.0,12.2802734375,47.0,1
100.0,3100.0,65.3,51.51879401244736,0.0,12.2802734375,47.0,1
100.0,3100.0,65.4,39.275826975282165,0.0,12.2802734375,47.0,1
36.6,3100.0,65.5,60.150976572426,17.0,12.1826171875,47.0,1
8.9,3100.0,65.4,56.58368441105459,0.0,12.1826171875,47.0,0
4.2,3100.0,65.4,43.731325701299816,0.0,12.1826171875,47.0,0
4.8,3100.0,65.4,54.44960007696437,0.0,12.1826171875,47.0,0
4.0,3100.0,65.3,57.923294970519876,0.0,12.1826171875,46.0,0
15.3,3100.0,65.3,50.909790765003805,0.0,12.1826171875,46.0,0
16.1,3100.0,65.0,54.18690796499099,28.999999999999996,12.20703125,46.0,0
9.5,3100.0,65.2,63.85281497904069,15.0,12.20703125,46.0,0
7.1,1500.0,65.2,47.624486286714436,0.0,12.20703125,46.0,0
4.6,3100.0,65.2,51.70986868181584,0.0,12.20703125,45.0,0
7.0,3100.0,65.2,52.716921792834846,0.0,12.20703125,45.0,0
22.0,3100.0,65.2,51.51876204788756,0.0,12.20703125,45.0,0
4.7,3100.0,65.1,52.47352742726395,0.0,12.20703125,45.0,0
5.5,3100.0,65.1,45.721217211581994,0.0,12.20703125,44.0,0
15.1,3100.0,65.5,61.4205495225385,0.0,12.20703125,44.0,0
10.4,3100.0,65.6,62.40002002251809,20.0,12.1826171875,44.0,0
2.3,3100.0,65.6,53.493236318310224,0.0,12.1826171875,44.0,0
5.9,3100.0,65.6,63.56997182288163,12.0,12.1826171875,44.0,0
5.2,3100.0,65.5,42.46431665981879,0.0,12.1826171875,44.0,0
9.4,3100.0,65.5,41.91735803315905,0.0,12.1826171875,44.0,0
22.9,3100.0,65.4,45.687864292682,0.0,12.1826171875,43.0,0
15.4,3100.0,65.3,36.05139455790009,0.0,12.1826171875,43.0,0
15.1,3100.0,65.4,59.71267091521676,33.0,12.1826171875,43.0,1
13.3,3100.0,68.8,63.71400335056728,23.0,12.1826171875,43.0,1
24.9,3100.0,66.7,38.43432770984861,0.0,12.1826171875,45.0,1
18.8,1500.0,69.0,58.4139092469747,0.0,16.7236328125,45.0,1
23.2,3100.0,69.9,62.321752936003605,3.0,23.8037109375,48.0,1
24.6,3100.0,73.0,60.90792610179318,99.0,23.7548828125,63.0,1
29.0,3100.0,75.0,42.347802950747514,100.0,23.7548828125,65.0,1
25.5,3100.0,74.6,56.181239253944796,100.0,23.7548828125,66.0,1
29.7,3100.0,74.6,52.66124682866558,100.0,24.0478515625,68.0,1
24.1,3100.0,74.6,41.08566838419864,100.0,24.0478515625,69.0,1
41.0,3100.0,74.6,38.185236240494504,100.0,24.0478515625,70.0,1
22.5,3100.0,74.6,56.81936332289287,100.0,24.0478515625,70.0,1
25.6,3100.0,74.6,52.969430757614276,100.0,24.0478515625,71.0,1
23.4,3100.0,74.6,42.20947127982923,100.0,24.0478515625,71.0,1
24.4,3100.0,74.5,39.87929957881959,100.0,24.0478515625,71.0,1
24.4,3100.0,74.5,42.92395676333294,100.0,24.0478515625,72.0,1
26.8,3100.0,74.5,56.077611853605525,100.0,24.0478515625,73.0,1
27.8,3100.0,74.5,36.49874808209938,100.0,24.0478515625,74.0,1
18.5,3100.0,74.5,45.916615765904204,100.0,24.0478515625,74.0,1
23.1,3100.0,74.4,58.47965976573932,100.0,24.0478515625,75.0,1
24.6,3100.0,74.4,56.044409289794444,100.0,24.0478515625,75.0,1
23.1,3100.0,74.5,54.2891936191381,100.0,24.0478515625,76.0,1
24.3,3100.0,74.5,50.29202555646888,100.0,24.0478515625,76.0,1
19.7,3100.0,74.5,57.29745102139299,100.0,24.0478515625,76.0,1
27.1,3100.0,74.5,37.75404201713384,100.0,24.0478515625,77.0,1
21.8,3100.0,74.5,44.15488457313675,100.0,24.0478515625,78.0,1
18.6,3100.0,74.5,50.159455508755414,100.0,24.0478515625,79.0,1
12.9,3100.0,74.5,47.28202929269411,100.0,24.0478515625,78.0,1
18.5,3100.0,74.5,60.866409830473515,100.0,24.0478515625,79.0,1
30.4,3100.0,74.2,44.660572693708765,100.0,24.0966796875,79.0,1
34.8,3100.0,74.3,60.033512734063564,100.0,24.0966796875,80.0,1
23.5,3100.0,74.4,60.93003106066163,100.0,24.072265625,80.0,1
22.4,3100.0,74.4,44.75806834309138,100.0,24.072265625,80.0,1
20.6,3100.0,74.4,52.303031884626435,100.0,24.072265625,81.0,1
31.6,3100.0,74.4,35.346723713187004,100.0,24.072265625,81.0,1
28.6,3100.0,74.5,43.909548709634535,100.0,24.072265625,81.0,1
21.4,3100.0,74.5,64.32824474877118,100.0,24.072265625,81.0,1
19.7,3100.0,74.5,56.24405338442815,100.0,24.072265625,82.0,1
22.7,3100.0,74.6,50.849758906824405,100.0,24.072265625,82.0,1
27.5,3100.0,74.6,49.8096008914275,100.0,24.072265625,82.0,1
28.4,3100.0,74.4,55.68851224236262,100.0,24.072265625,83.0,1
20.8,3100.0,74.5,49.104543226089746,100.0,24.072265625,83.0,1
25.7,3100.0,74.3,40.03963746118074,100.0,24.072265625,84.0,1
22.8,3100.0,74.3,62.42950996859888,100.0,24.072265625,84.0,1
35.9,3100.0,74.1,60.21503720633112,100.0,24.072265625,85.0,1
29.1,3100.0,74.1,62.71719635251118,100.0,24.072265625,84.0,1
34.8,3100.0,74.1,60.005371737098635,100.0,24.072265625,84.0,1
25.8,3100.0,74.1,60.0789479498805,100.0,24.072265625,85.0,1
30.8,3100.0,74.2,56.81102600646088,100.0,24.072265625,85.0,1
22.4,3100.0,74.2,50.58306605070811,100.0,24.072265625,85.0,1
35.8,3100.0,74.2,43.13799664679607,100.0,24.072265625,86.0,1
29.2,3100.0,74.3,60.09473719983434,100.0,24.072265625,86.0,1
15.0,3100.0,74.4,56.78981585242646,100.0,24.072265625,86.0,1
19.6,3100.0,74.5,51.64306739540169,100.0,24.072265625,86.0,1
26.3,3100.0,74.5,59.937156834593665,100.0,24.072265625,86.0,1
39.8,3100.0,75.2,35.30312992053494,100.0,24.072265625,87.0,1
29.2,3100.0,75.1,50.066151978822276,100.0,24.072265625,86.0,1
27.5,3100.0,75.1,36.45294941339484,100.0,24.072265625,86.0,1
16.6,3100.0,75.1,56.67809011475373,100.0,24.072265625,86.0,1
22.0,3100.0,75.0,36.81568055433051,100.0,24.072265625,87.0,1
19.9,3100.0,74.9,46.617540703887016,100.0,24.072265625,87.0,1
22.9,3100.0,75.0,36.01553663430786,100.0,24.072265625,86.0,1
18.6,3100.0,75.0,48.14853864444106,100.0,24.072265625,86.0,1
34.6,3100.0,75.2,47.97556434577392,100.0,24.072265625,87.0,1
25.2,3100.0,75.1,51.32003767366289,100.0,24.072265625,87.0,1
14.1,3100.0,75.1,50.05225655586849,100.0,24.072265625,87.0,1
24.3,3100.0,75.1,52.352934244865885,100.0,24.072265625,87.0,1
19.4,3100.0,75.1,46.73215365507406,100.0,24.072265625,87.0,1
23.0,3100.0,75.1,43.12901802102069,100.0,24.072265625,86.0,1
23.4,3100.0,75.1,55.92640189099678,100.0,24.072265625,87.0,1
21.1,3100.0,75.0,48.065349178028114,100.0,24.072265625,86.0,1
14.4,3100.0,75.0,49.25754077258151,100.0,24.072265625,87.0,1
21.3,3100.0,75.0,39.417110715072226,100.0,24.072265625,86.0,1
22.2,3100.0,75.0,63.264195312948445,100.0,24.072265625,87.0,1
20.4,3100.0,75.1,47.48608814913794,100.0,24.072265625,86.0,1
21.8,3100.0,75.0,58.98142293823995,100.0,24.072265625,86.0,1
19.4,3100.0,75.2,56.13655538079122,100.0,24.072265625,87.0,1
21.2,3100.0,75.2,64.24275251372754,100.0,24.072265625,87.0,1
18.2,3100.0,75.2,52.136954823588894,100.0,24.072265625,87.0,1
14.4,3100.0,75.3,64.94889529234732,100.0,24.072265625,87.0,1
17.4,3100.0,75.3,50.935681141216875,100.0,24.072265625,86.0,1
18.7,3100.0,75.3,37.872539402252656,100.0,24.072265625,87.0,1
20.3,3100.0,75.3,57.513436184101614,100.0,24.072265625,86.0,1
22.8,3100.0,75.3,47.62893537315219,100.0,24.072265625,87.0,1
26.1,3100.0,75.3,44.59539332099494,100.0,24.072265625,86.0,1
21.8,3100.0,75.3,50.25469440916497,100.0,24.072265625,87.0,1
31.4,3100.0,75.3,61.01430414621092,100.0,24.072265625,87.0,1
23.3,3100.0,75.3,47.88234894179746,100.0,24.072265625,86.0,1
18.6,3100.0,75.4,50.85737435549675,100.0,24.072265625,87.0,1
16.1,3100.0,75.4,52.381942280927774,100.0,24.072265625,87.0,1
23.8,3100.0,75.4,46.45277826682948,100.0,24.072265625,87.0,1
35.8,3100.0,75.2,35.32863545957175,100.0,24.072265625,86.0,1
25.9,3100.0,75.2,35.2541805520305,100.0,24.072265625,87.0,1
16.2,3100.0,75.3,61.389976472391524,100.0,24.12109375,87.0,1
26.3,3100.0,75.3,38.08156151578277,100.0,24.12109375,87.0,1
19.0,3100.0,75.2,64.52387724721196,100.0,24.12109375,87.0,1
34.3,3100.0,75.2,60.53641219219139,100.0,24.12109375,86.0,1
29.9,3100.0,75.3,43.98072568496333,100.0,24.12109375,86.0,1
27.3,3100.0,75.3,64.54264554615548,100.0,24.12109375,86.0,1
18.2,3100.0,75.3,60.88599865520928,100.0,24.12109375,86.0,1
24.1,3100.0,75.2,54.162785949459426,100.0,24.12109375,86.0,1
20.1,3100.0,75.3,56.5476278920207,100.0,24.12109375,87.0,1
22.9,3100.0,75.3,55.79243641571506,100.0,24.12109375,86.0,1
22.8,3100.0,75.2,50.17175590691417,100.0,24.12109375,87.0,1
18.3,3100.0,75.2,46.827171778490474,100.0,24.12109375,87.0,1
26.0,3100.0,75.2,38.042296553915726,100.0,24.12109375,87.0,1
26.8,3100.0,74.9,60.19491037117907,100.0,24.0478515625,87.0,1
18.1,3100.0,75.0,62.95121640029899,100.0,24.0478515625,87.0,1
16.1,3100.0,66.4,55.24013927301363,40.0,12.3291015625,76.0,1
3.4,3100.0,66.4,60.27491570657146,0.0,12.3291015625,71.0,0
16.6,3100.0,66.5,46.735463073639124,0.0,12.3291015625,68.0,0
11.4,3100.0,66.5,38.021965698521356,0.0,12.3291015625,66.0,0
18.1,3100.0,66.5,37.083069281273886,0.0,12.3291015625,64.0,0
19.0,3100.0,66.4,56.23157928115715,0.0,12.3291015625,63.0,0
4.0,3100.0,66.4,35.93897522741984,0.0,12.3291015625,63.0,0
4.7,3100.0,66.4,64.6963017759682,0.0,12.3291015625,62.0,0
3.1,3100.0,66.3,52.45468761629939,0.0,12.3291015625,61.0,0
4.4,3100.0,66.3,36.88658252174509,0.0,12.3291015625,60.0,0
5.5,3100.0,66.2,43.10685120507553,0.0,12.3291015625,60.0,0
5.6,3100.0,66.2,56.19618584685702,0.0,12.3291015625,59.0,0
4.0,3100.0,66.2,35.88109257677121,0.0,12.3291015625,58.0,0
5.6,3100.0,66.2,45.196402013202366,0.0,12.3291015625,58.0,0
5.9,3100.0,66.2,61.08869803974094,0.0,12.3291015625,57.0,0
4.2,3100.0,66.2,47.48956468326425,0.0,12.3291015625,57.0,0
8.5,3100.0,66.3,62.28796878699201,0.0,12.3046875,56.0,0
7.5,3100.0,66.3,46.75354774535745,37.0,12.3046875,56.0,0
23.4,3100.0,66.2,46.519712304242724,6.0,12.1826171875,56.0,0
15.7,3100.0,66.5,47.209973605758535,0.0,12.3779296875,56.0,0
7.0,3100.0,66.6,48.26002828298208,0.0,12.3779296875,55.0,0
7.4,3100.0,66.5,36.03799399168495,0.0,12.3779296875,54.0,0
9.7,3100.0,66.5,41.55254104509629,0.0,12.3779296875,54.0,0
14.5,3100.0,66.5,47.18490253327669,0.0,12.3779296875,53.0,0
13.9,3100.0,66.6,63.84316087675626,0.0,12.3779296875,53.0,0
6.6,3100.0,66.4,52.44548492568454,0.0,12.3779296875,53.0,0
13.9,3100.0,66.5,43.2067653714677,14.000000000000002,12.3779296875,52.0,0
6.8,3100.0,66.4,53.00421388370185,0.0,12.3779296875,52.0,1
23.2,3100.0,68.8,49.809329957596816,9.0,14.2578125,52.0,1
39.4,3100.0,94.6,62.681827091883704,0.0,92.7734375,53.0,1
43.1,3100.0,94.8,50.3215035716434,0.0,92.4560546875,56.0,1
69.8,3100.0,99.9,45.639162133990745,0.0,92.4560546875,54.0,1
33.6,3100.0,100.0,54.46856217643028,0.0,92.4560546875,56.0,1
37.4,3100.0,97.4,39.53575389965048,55.00000000000001,92.6513671875,56.0,1
63.7,3100.0,99.0,59.87741128183692,0.0,89.5263671875,52.0,1
73.6,3100.0,99.8,61.907747222495864,0.0,93.0419921875,53.0,1
73.9,3100.0,100.0,40.08678703766089,0.0,94.677734375,51.0,1
36.6,3100.0,100.0,50.78511713013515,41.0,94.677734375,50.0,1
50.2,3100.0,96.9,39.140985518255384,2.0,94.677734375,50.0,1
82.2,3100.0,98.8,50.157843102081166,0.0,93.896484375,49.0,1
52.4,3100.0,99.8,49.70400714141624,0.0,93.896484375,55.0,1
33.6,3100.0,100.0,42.20497633172906,0.0,93.212890625,54.0,1
61.7,3100.0,96.7,40.343600581418706,0.0,95.2392578125,49.0,1
42.2,3100.0,98.2,49.5987695934792,0.0,95.2880859375,52.0,1
70.4,3100.0,99.3,47.43183167562773,90.0,95.2392578125,53.0,1
64.0,3100.0,99.9,59.85593037906866,94.0,95.2392578125,56.0,1
55.8,3100.0,100.0,48.68935425415214,0.0,95.2392578125,50.0,1
33.1,3100.0,30.1,45.26562130132187,1.0,6.3720703125,49.0,0
8.7,3100.0,30.2,56.510546654475405,0.0,6.3720703125,49.0,0
16.1,3100.0,30.7,42.73613837257641,34.0,6.3720703125,49.0,0
11.7,3100.0,30.9,59.29218725936319,18.0,6.4208984375,49.0,0
9.8,3100.0,31.1,47.41293491903007,0.0,6.396484375,48.0,0
9.6,3100.0,30.3,37.75023366152291,0.0,6.396484375,48.0,0
10.8,3100.0,30.0,63.10933085065087,0.0,6.396484375,48.0,0
5.8,3100.0,30.2,48.76620477986857,0.0,6.396484375,48.0,0
5.7,3100.0,30.2,60.98099672855027,0.0,6.396484375,47.0,0
13.5,3100.0,30.7,62.58488318173329,0.0,6.3720703125,47.0,0
7.4,3100.0,31.4,35.1962643026596,6.0,6.2255859375,47.0,0
13.2,3100.0,32.0,64.9393075500426,0.0,6.2255859375,47.0,0
10.4,3100.0,32.6,61.23535451960955,0.0,6.2255859375,47.0,0
10.9,3100.0,32.7,44.90122082154314,0.0,6.2255859375,46.0,0
21.0,3100.0,32.8,46.03202272086945,0.0,6.2255859375,46.0,0
3.7,3100.0,32.7,39.21833289546092,0.0,6.2255859375,46.0,0
22.3,3100.0,32.9,41.005139077946154,12.0,6.2255859375,46.0,0
12.2,3100.0,33.3,55.46008689947871,35.0,6.2255859375,46.0,1
12.6,3100.0,38.4,61.5633736245255,0.0,6.201171875,46.0,1
9.6,3100.0,38.9,53.3750780323118,2.0,6.4453125,47.0,1
17.5,3100.0,41.2,40.244054895314896,0.0,14.013671875,47.0,1
